"BK_CLIENTE","COD_CLIENTE","LOJA_CLIENTE","NOME_CLIENTE","SEGMENTACAO_ATIVIDADE_1","INSTANCIA"
"P |01|SA1T10|D MG|TSS01701","TSS017","01","TOMADOR DE LONDRINA                     ","      ","01"
"P |01|SA1T10|D MG|TST06101","TST061","01","TESTE FINA061                           ","      ","01"
"P |01|SA1T10|D MG|TUR00101","TUR001","01","TUR001                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00201","TUR002","01","TUR002                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00301","TUR003","01","TUR003                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00401","TUR004","01","TUR004                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00501","TUR005","01","TUR005                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00601","TUR006","01","TUR006                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00701","TUR007","01","TUR007                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00801","TUR008","01","TUR008                                  ","      ","01"
"P |01|SA1T10|D MG|TUR00901","TUR009","01","TUR009                                  ","      ","01"
"P |01|SA1T10|D MG|TUR01801","TUR018","01","SIGATUR  TUR018 LOJA 01                 ","      ","01"
"P |01|SA1T10|D MG|TUR01802","TUR018","02","SIGATUR  TUR018 LOJA 02                 ","      ","01"
"P |01|SA1T10|D MG|TUR01803","TUR018","03","SIGATUR TUR018 LOJA 03                  ","      ","01"
"P |01|SA1T10|D MG|TURC0201","TURC02","01","SIGATUR - CLIENTE - TURA008             ","      ","01"
"P |01|SA1T10|D MG|VEN61001","VEN610","01","CLIENTE PARA VENDEDOR VEN610            ","      ","01"
"P |01|SA1T10|D MG|W00101","W001  ","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|W0010101","W00101","01","PROSPECT TEC CARMO 00999                ","      ","01"
"P |01|SA1T10|D MG|W0010201","W00102","01","PROSPECT CRM CASO DE TESTE 75           ","      ","01"
"P |01|SA1T10|D MG|W0010301","W00103","01","SUSPECT TMK006                          ","      ","01"
"P |01|SA1T10|D MG|WYKPFS01","WYKPFS","01","WILLIAN - PFS                           ","      ","01"
"P |01|SA1T10|D MG|XML00801","XML008","01","MENSAGEM UNICA 008                      ","      ","01"
"P |01|SA1T10|D MG|XML00901","XML009","01","TMK021                                  ","      ","01"
"P |01|SA1T10|D MG|YUX1","YUX   ","1 ","TESTE TESOURARIA                        ","      ","01"
"P |01|SA1T10|D RJ|00000101","000001","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D RJ|00001001","000010","01","CLIENTE TESTE                           ","      ","01"
"P |01|SA1T10|D RJ|00001101","000011","01","CLIENTE TESTE                           ","      ","01"
"P |01|SA1T10|D RJ|00001201","000012","01","CLIENTE TESTE TRING                     ","      ","01"
"P |01|SA1T10|D RJ|008FIN01","008FIN","01","CETEC                                   ","      ","01"
"P |01|SA1T10|D RJ|02569501","025695","01","CLIENTE MESMA RAIZ CNP                  ","      ","01"
"P |01|SA1T10|D RJ|09001","090   ","01","VISA - TX 2,12                          ","      ","01"
"P |01|SA1T10|D RJ|3101","31    ","01","TESTE INTEGRACAO EAI                    ","      ","01"
"P |01|SA1T10|D RJ|97101","971   ","01","VR SEMANAL TERCA                        ","      ","01"
"P |01|SA1T10|D RJ|97201","972   ","01","VR DECENDIAL 03 13 23                   ","      ","01"
"P |01|SA1T10|D RJ|97301","973   ","01","VR QUINZENAL 10 25                      ","      ","01"
"P |01|SA1T10|D RJ|98101","981   ","01","MASTERCARD CC                           ","      ","01"
"P |01|SA1T10|D RJ|98201","982   ","01","VISA CREDITO                            ","      ","01"
"P |01|SA1T10|D RJ|98301","983   ","01","CARTAO DEBITO                           ","      ","01"
"P |01|SA1T10|D RJ|98401","984   ","01","SEGURADORA - GARANTIA ESTENDID          ","      ","01"
"P |01|SA1T10|D RJ|98501","985   ","01","CARTAO DEBITO - AE_DIAS = 2             ","      ","01"
"P |01|SA1T10|D RJ|98601","986   ","01","VISA CREDITO AE_DIAS = 2                ","      ","01"
"P |01|SA1T10|D RJ|98701","987   ","01","MASTERCARD CC - AGLUTINA PARCE          ","      ","01"
"P |01|SA1T10|D RJ|C0100001","C01000","01","CLIENTE SP                              ","      ","01"
"P |01|SA1T10|D RJ|CDRJ0101","CDRJ01","01","FILIAL D RJ 01                          ","      ","01"
"P |01|SA1T10|D RJ|CDRJ0201","CDRJ02","01","FILIAL D RJ 02                          ","      ","01"
"P |01|SA1T10|D RJ|CRM90001","CRM900","01","CLIENTE CRMP12 DRJ01                    ","      ","01"
"P |01|SA1T10|D RJ|CRM90101","CRM901","01","CLIENTE CRM901                          ","      ","01"
"P |01|SA1T10|D RJ|CRM90201","CRM902","01","CLIENTE CRMP12 - PROP CML E ORC SERV    ","      ","01"
"P |01|SA1T10|D RJ|CRM90301","CRM903","01","CRM903 - CLIENTE CRMP12 DRJ01 - PROP CML","      ","01"
"P |01|SA1T10|D RJ|CTBFIN01","CTBFIN","01","CLIENTE CTBAFIN                         ","      ","01"
"P |01|SA1T10|D RJ|CTBFIN02","CTBFIN","02","CTBAFIN 2                               ","      ","01"
"P |01|SA1T10|D RJ|CTBFIN03","CTBFIN","03","AUTOMACAO CTBAFIN                       ","      ","01"
"P |01|SA1T10|D RJ|EST00101","EST001","01","CLIENTE TRANSFERENCIA                   ","      ","01"
"P |01|SA1T10|D RJ|ESTSE101","ESTSE1","01","CLIENTE PADRAO 01                       ","      ","01"
"P |01|SA1T10|D RJ|F4600101","F46001","01","FINA460 SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|D RJ|F500CR01","F500CR","01","F500CR                                  ","      ","01"
"P |01|SA1T10|D RJ|FAT00100","FAT001","00","CLIENTE PARA IMPRESSAO                  ","      ","01"
"P |01|SA1T10|D RJ|FATVE101","FATVE1","01","CLIENTE FATVE1                          ","      ","01"
"P |01|SA1T10|D RJ|FATVE201","FATVE2","01","CLIENTE FATVE2                          ","      ","01"
"P |01|SA1T10|D RJ|FATVE301","FATVE3","01","CLIENTE FATVE3                          ","      ","01"
"P |01|SA1T10|D RJ|FATVE501","FATVE5","01","CLIENTE FATVE5                          ","      ","01"
"P |01|SA1T10|D RJ|FATVE601","FATVE6","01","CLIENTE FATVE6                          ","      ","01"
"P |01|SA1T10|D RJ|FIN00101","FIN001","01","CLIENTE PJ S/ IMPOSTO                   ","      ","01"
"P |01|SA1T10|D RJ|FIN00201","FIN002","01","CLIENTE SEM IMPOSTOS CMP                ","      ","01"
"P |01|SA1T10|D RJ|FIN00401","FIN004","01","CLIENTE PJ SEM IMPOSTOS                 ","      ","01"
"P |01|SA1T10|D RJ|FIN00501","FIN005","01","CLIENTE PJ PCC IRPJ BX                  ","      ","01"
"P |01|SA1T10|D RJ|FIN00601","FIN006","01","CLIENTE PJ S/ IMPOSTOS TST TRANSFERENCIA","      ","01"
"P |01|SA1T10|D RJ|FIN00701","FIN007","01","TVFTIV SEM IMPOSTOS                     ","      ","01"
"P |01|SA1T10|D RJ|FIN00801","FIN008","01","TVFTIV COM IMPOSTOS                     ","      ","01"
"P |01|SA1T10|D RJ|FIN00901","FIN009","01","IRRF EMI F500                           ","      ","01"
"P |01|SA1T10|D RJ|FIN0581","FIN058","1 ","CLIENTE CONTABILIZACAO ON LINE          ","      ","01"
"P |01|SA1T10|D RJ|FIN20501","FIN205","01","FIN F600 CT002                          ","      ","01"
"P |01|SA1T10|D RJ|FIN29401","FIN294","01","TESTE FINR130 COMPENSACAO FILIAIS       ","      ","01"
"P |01|SA1T10|D RJ|FIN55025","FIN550","25","AUTOMACAO FINR550                       ","      ","01"
"P |01|SA1T10|D RJ|FIS00101","FIS001","01","RJ - NFERIO                             ","      ","01"
"P |01|SA1T10|D RJ|FIS00201","FIS002","01","TESTE RJ                                ","      ","01"
"P |01|SA1T10|D RJ|FIS00301","FIS003","01","TESTE RJ - ANGRA DOS REIS               ","      ","01"
"P |01|SA1T10|D RJ|FIS00401","FIS004","01","TESTE - MG SIMPLES NACIONAL             ","      ","01"
"P |01|SA1T10|D RJ|FIS00601","FIS006","01","CLIENTE FORA RJ                         ","      ","01"
"P |01|SA1T10|D RJ|JRG00101","JRG001","01","JURIDICO RIO DE JANEIRO                 ","      ","01"
"P |01|SA1T10|D RJ|LOJ01001","LOJ010","01","CLIENTE VAREJO CRD                      ","      ","01"
"P |01|SA1T10|D RJ|LOJ0101","LOJ01 ","01","MERCADO FISICO LOJA                     ","      ","01"
"P |01|SA1T10|D RJ|LOJ0201","LOJ02 ","01","MERCADO JURIDICO LOJA                   ","      ","01"
"P |01|SA1T10|D RJ|LOJ0301","LOJ03 ","01","CLIENTE SUFRAMA                         ","      ","01"
"P |01|SA1T10|D RJ|LOJ0401","LOJ04 ","01","CLIENTE COM REGRA DE DESCONTO VAREJO    ","      ","01"
"P |01|SA1T10|D RJ|LOJ0501","LOJ05 ","01","TESTE SIGALOJA CLIENTE RJ               ","      ","01"
"P |01|SA1T10|D RJ|LOJ0601","LOJ06 ","01","CLIENTE QUE VAI CONSUMIR A LISTA PRESENT","      ","01"
"P |01|SA1T10|D RJ|LOJ0701","LOJ07 ","01","CLIENTE RETENCAO PCC NA VENDA           ","      ","01"
"P |01|SA1T10|D RJ|LOJ0801","LOJ08 ","01","JOAO SOLIDARIO LOJA                     ","      ","01"
"P |01|SA1T10|D RJ|LOJ0901","LOJ09 ","01","CLIENTE PRODUTOR RURAL                  ","      ","01"
"P |01|SA1T10|D RJ|SP000101","SP0001","01","SP - SAO PAULO                          ","      ","01"
"P |01|SA1T10|D RJ|TMK00101","TMK001","01","CLIENTE TMK RJ 01                       ","      ","01"
"P |01|SA1T10|D RJ|TMK00201","TMK002","01","PROSPECT INCLUSAO DE CLIENTE            ","      ","01"
"P |01|SA1T10|D RJ|TROCO101","TROCO1","01","GENERICO - TROCO                        ","      ","01"
"P |01|SA1T10|D RJ|VP01","VP    ","01","VALE PRESENTE                           ","      ","01"
"P |01|SA1T10|M PR|00000101","000001","01","CLIENTE 01                              ","      ","01"
"P |01|SA1T10|M PR|0000016","000001","6 ","CLIENTE JURIDICO E FILIAL COM 1 DIGITO  ","      ","01"
"P |01|SA1T10|M PR|00000201","000002","01","CLIENTE LCDPR SENAR                     ","      ","01"
"P |01|SA1T10|M PR|00001201","000012","01","CLIENTE TESTE                           ","      ","01"
"P |01|SA1T10|M PR|00001301","000013","01","CLIENTE TESTE PR                        ","      ","01"
"P |01|SA1T10|M PR|02569501","025695","01","CLIENTE MESMA RAIZ CNPJ                 ","      ","01"
"P |01|SA1T10|M PR|10000001","100000","01","FILIAL M PR 02                          ","      ","01"
"P |01|SA1T10|M PR|API00101","API001","01","CLIENTE TESTE CTB POUI                  ","      ","01"
"P |01|SA1T10|M PR|ATFCTL01","ATFCTL","01","ATIVO FIXO CONTROLADORIA                ","      ","01"
"P |01|SA1T10|M PR|EFD00101","EFD001","01","F500 COM IR EMISSAO E PCC               ","      ","01"
"P |01|SA1T10|M PR|EFD00201","EFD002","01","F500 COM IR BAIXA E PCC                 ","      ","01"
"P |01|SA1T10|M PR|EFDCR101","EFDCR1","01","EFD - CR                                ","      ","01"
"P |01|SA1T10|M PR|F2531301","F25313","01","CLEINTE SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|M PR|F2548601","F25486","01","CLIENTE SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|M PR|FAT00100","FAT001","00","CLIENTE FAT - REGRA DE NEGOCIO          ","      ","01"
"P |01|SA1T10|M PR|FIC10001","FIC100","01","IRRF EMIS                               ","      ","01"
"P |01|SA1T10|M PR|FIN00101","FIN001","01","CLIENTE SIMPLES PJ                      ","      ","01"
"P |01|SA1T10|M PR|FIN00201","FIN002","01","CLIENTE JURIDICO SIMPLES                ","      ","01"
"P |01|SA1T10|M PR|FIN00301","FIN003","01","CLIENTE ANDREA                          ","      ","01"
"P |01|SA1T10|M PR|FIN00401","FIN004","01","CLIENTE SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|M PR|FIN00501","FIN005","01","CLIENTE MEIO COMISSOA                   ","      ","01"
"P |01|SA1T10|M PR|FIN00601","FIN006","01","CLIENTE RETENCAO E APURACAO PCC         ","      ","01"
"P |01|SA1T10|M PR|FIN00701","FIN007","01","PCC EMISSAO - CLIENTE SPED F500/F600    ","      ","01"
"P |01|SA1T10|M PR|FIN00801","FIN008","01","PCC BAIXA - CLIENTE SPED F500/F600      ","      ","01"
"P |01|SA1T10|M PR|FIN01001","FIN010","01","F                                       ","      ","01"
"P |01|SA1T10|M PR|FIN01101","FIN011","01","TESTE FINR130 001                       ","      ","01"
"P |01|SA1T10|M PR|FIN01201","FIN012","01","TESTE FINR130 002                       ","      ","01"
"P |01|SA1T10|M PR|FIN01301","FIN013","01","TESTE FINR130 003                       ","      ","01"
"P |01|SA1T10|M PR|FIN01401","FIN014","01","PJ IR BX INSS                           ","      ","01"
"P |01|SA1T10|M PR|FIN01501","FIN015","01","CLIENTE PARA LCDPR                      ","      ","01"
"P |01|SA1T10|M PR|FIN0581","FIN058","1 ","CLIENTE CONTABILIZACAO ON LINE          ","      ","01"
"P |01|SA1T10|M PR|FIN29401","FIN294","01","TESTE FINR130 COMPENSACAO FILIAIS       ","      ","01"
"P |01|SA1T10|M PR|FIN30001","FIN300","01","CLIENTE IR PCC BX                       ","      ","01"
"P |01|SA1T10|M PR|FIN30101","FIN301","01","CLIENTE PJ COMISSAO 100% BAIXA          ","      ","01"
"P |01|SA1T10|M PR|FIN30201","FIN302","01","CLIENTE PJ JR COMISSAO                  ","      ","01"
"P |01|SA1T10|M PR|FIN30301","FIN303","01","CLIENTE PJ SIMPLES - AC                 ","      ","01"
"P |01|SA1T10|M PR|FIN30401","FIN304","01","CLIENTE 304 PJ - NOTA-ISS               ","      ","01"
"P |01|SA1T10|M PR|FIN30501","FIN305","01","CLIENTE 305 - LIQUIDACAO PADRAO         ","      ","01"
"P |01|SA1T10|M PR|FIN30601","FIN306","01","CLIENTE PJ LIQUIDACAO PCC               ","      ","01"
"P |01|SA1T10|M PR|FIN30701","FIN307","01","CLIENTE PJ - IR EMISSAO                 ","      ","01"
"P |01|SA1T10|M PR|FIN30801","FIN308","01","CLIENTE PJ - IR EMISSAO                 ","      ","01"
"P |01|SA1T10|M PR|FIN30901","FIN309","01","CLIENTE PJ - IR E PCC EMISSAO           ","      ","01"
"P |01|SA1T10|M PR|FIN31001","FIN310","01","CLIENTE PJ - IR - ISS EMISSAO           ","      ","01"
"P |01|SA1T10|M PR|FIN31101","FIN311","01","CLIENTE PJ - INSS - IR EMISSAO          ","      ","01"
"P |01|SA1T10|M PR|FIN31201","FIN312","01","CLIENTE PJ IR EMISSAO                   ","      ","01"
"P |01|SA1T10|M PR|FIN31301","FIN313","01","CLIENTE PJ - PCC-IR EMISSAO             ","      ","01"
"P |01|SA1T10|M PR|FIN31401","FIN314","01","CLIENTE 314 PJ PCC-IR EMISSAO           ","      ","01"
"P |01|SA1T10|M PR|FIN31501","FIN315","01","CLIENTE PJ - IR EMISSAO                 ","      ","01"
"P |01|SA1T10|M PR|FIN31601","FIN316","01","CLIENTE PJ - PCC - IR EMISSAO           ","      ","01"
"P |01|SA1T10|M PR|FIN31701","FIN317","01","CLIENTE PJ COMISSAO 100% BAIXA          ","      ","01"
"P |01|SA1T10|M PR|FIN31801","FIN318","01","CLIENTE PJ - ENTIIDADE CONTABIL -318    ","      ","01"
"P |01|SA1T10|M PR|FIN31901","FIN319","01","CLIENTE PJ - ENT.CONTABIL               ","      ","01"
"P |01|SA1T10|M PR|FIN32001","FIN320","01","CLIENTE PJ - ENT.CONTABIL               ","      ","01"
"P |01|SA1T10|M PR|FIN32101","FIN321","01","CLIENTE PJ-ENT.CONTABIL                 ","      ","01"
"P |01|SA1T10|M PR|FIN32201","FIN322","01","CLIENTE PJ TIN X PROTHEUS               ","      ","01"
"P |01|SA1T10|M PR|FIN32301","FIN323","01","CLIENTE PJ - VA                         ","      ","01"
"P |01|SA1T10|M PR|FIN32401","FIN324","01","CLIENTE PJ - VA JUROS MULTA             ","      ","01"
"P |01|SA1T10|M PR|FIN32501","FIN325","01","CLIENTE 325 PJ PADRAO                   ","      ","01"
"P |01|SA1T10|M PR|FIN32701","FIN327","01","CLIENTE PJ PADRAO                       ","      ","01"
"P |01|SA1T10|M PR|FIN32801","FIN328","01","CLIENTE 328 PJ ENTIDADES                ","      ","01"
"P |01|SA1T10|M PR|FIN32901","FIN329","01","CLINETE 329 PJ M2                       ","      ","01"
"P |01|SA1T10|M PR|FIN33001","FIN330","01","CLIENTE 330 PJ SIMPLES                  ","      ","01"
"P |01|SA1T10|M PR|FIN33101","FIN331","01","CLIENTE PJ PCC, IR, INSS                ","      ","01"
"P |01|SA1T10|M PR|FIN33201","FIN332","01","CLIENTE 332 - VEND FIN1                 ","      ","01"
"P |01|SA1T10|M PR|FIN33301","FIN333","01","FIN333                                  ","      ","01"
"P |01|SA1T10|M PR|FIN46001","FIN460","01","CLIENTE TESTE FINA460                   ","      ","01"
"P |01|SA1T10|M PR|FIN46201","FIN462","01","CLIENTE PJ PCC BX                       ","      ","01"
"P |01|SA1T10|M PR|FIN90001","FIN900","01","CLIENTE SEM IMPOSTOS FINANCEIRO         ","      ","01"
"P |01|SA1T10|M PR|FIN93401","FIN934","01","FINCXSIMP1                              ","      ","01"
"P |01|SA1T10|M PR|FIN95101","FIN951","01","CLIENTE FIN951 - FINR140                ","      ","01"
"P |01|SA1T10|M PR|FINC0101","FINC01","01","TODOS IMP                               ","      ","01"
"P |01|SA1T10|M PR|FINC0201","FINC02","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|M PR|FINC0301","FINC03","01","IRRF ISS PCC                            ","      ","01"
"P |01|SA1T10|M PR|FINC0401","FINC04","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|M PR|FINC0501","FINC05","01","TODOS IMP                               ","      ","01"
"P |01|SA1T10|M PR|FINC0601","FINC06","01","PCC                                     ","      ","01"
"P |01|SA1T10|M PR|FINC0701","FINC07","01","ISS PCC IRRF                            ","      ","01"
"P |01|SA1T10|M PR|FINC1101","FINC11","01","SO PCC                                  ","      ","01"
"P |01|SA1T10|M PR|FINC1201","FINC12","01","IRRF S/VLR MIN                          ","      ","01"
"P |01|SA1T10|M PR|FINC1301","FINC13","01","PF INSS IRRF                            ","      ","01"
"P |01|SA1T10|M PR|FINC1401","FINC14","01","PCC                                     ","      ","01"
"P |01|SA1T10|M PR|FINC1501","FINC15","01","TODOS IMP                               ","      ","01"
"P |01|SA1T10|M PR|FINC1601","FINC16","01","PF INSS ISS CP                          ","      ","01"
"P |01|SA1T10|M PR|FINC1701","FINC17","01","TODOS IMP                               ","      ","01"
"P |01|SA1T10|M PR|FINC1801","FINC18","01","SO PCC                                  ","      ","01"
"P |01|SA1T10|M PR|FINC1901","FINC19","01","PF IRRF INSS                            ","      ","01"
"P |01|SA1T10|M PR|FINC2001","FINC20","01","INSS PCC                                ","      ","01"
"P |01|SA1T10|M PR|FINC2101","FINC21","01","PF INSS                                 ","      ","01"
"P |01|SA1T10|M PR|FINC2501","FINC25","01","SIMPLES                                 ","      ","01"
"P |01|SA1T10|M PR|FINC2601","FINC26","01","INSS                                    ","      ","01"
"P |01|SA1T10|M PR|FINC2701","FINC27","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|M PR|FINC2801","FINC28","01","PCC                                     ","      ","01"
"P |01|SA1T10|M PR|FINC2901","FINC29","01","PF INSS ISS                             ","      ","01"
"P |01|SA1T10|M PR|FINC3001","FINC30","01","PCC                                     ","      ","01"
"P |01|SA1T10|M PR|FINC3101","FINC31","01","INSS ISS IRRF                           ","      ","01"
"P |01|SA1T10|M PR|FINC3201","FINC32","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|M PR|FINC3301","FINC33","01","PF INSS ISS IRRF                        ","      ","01"
"P |01|SA1T10|M PR|FINC3401","FINC34","01","ISS                                     ","      ","01"
"P |01|SA1T10|M PR|FINC3501","FINC35","01","PCC                                     ","      ","01"
